phrog_num	phrog_annot	phrog_category
31724	NA	unknown function
31725	NA	unknown function
31726	NA	unknown function
31727	NA	unknown function
31728	NA	unknown function
31729	NA	unknown function
31730	membrane protein	"moron, auxiliary metabolic gene and host takeover"
31731	NA	unknown function
31732	NA	unknown function
31733	NA	unknown function
31734	NA	unknown function
31735	NA	unknown function
31736	NA	unknown function
31737	exonuclease	"DNA, RNA and nucleotide metabolism"
31738	NA	unknown function
31739	NA	unknown function
31740	NA	unknown function
31741	NA	unknown function
31742	NA	unknown function
31743	NA	unknown function
31744	NA	unknown function
31745	NA	unknown function
31746	NA	unknown function
31747	NA	unknown function
31748	NA	unknown function
31749	NA	unknown function
31750	NA	unknown function
31751	NA	unknown function
31752	virion structural protein	head and packaging
31753	NA	unknown function
31754	NA	unknown function
31755	NA	unknown function
31756	NA	unknown function
31757	NA	unknown function
31758	NA	unknown function
31759	NA	unknown function
31760	NA	unknown function
31761	NA	unknown function
31762	NA	unknown function
31763	NA	unknown function
31764	NA	unknown function
31765	NA	unknown function
31766	NA	unknown function
31767	NA	unknown function
31768	NA	unknown function
31769	NA	unknown function
31770	NA	unknown function
31771	NA	unknown function
31772	DNA methyltransferase	other
31773	NA	unknown function
31774	NA	unknown function
31775	NA	unknown function
31776	NA	unknown function
31777	NA	unknown function
31778	NA	unknown function
31779	NA	unknown function
31780	NA	unknown function
31781	NA	unknown function
31782	NA	unknown function
31783	NA	unknown function
31784	NA	unknown function
31785	NA	unknown function
31786	NA	unknown function
31787	NA	unknown function
31788	NA	unknown function
31789	NA	unknown function
31790	NA	unknown function
31791	NA	unknown function
31792	NA	unknown function
31793	NA	unknown function
31794	NA	unknown function
31795	NA	unknown function
31796	NA	unknown function
31797	NA	unknown function
31798	NA	unknown function
31799	NA	unknown function
31800	transcriptional regulator	transcription regulation
31801	NA	unknown function
31802	NA	unknown function
31803	NA	unknown function
31804	NA	unknown function
31805	NA	unknown function
31806	NA	unknown function
31807	NA	unknown function
31808	membrane protein	"moron, auxiliary metabolic gene and host takeover"
31809	NA	unknown function
31810	NA	unknown function
31811	NA	unknown function
31812	NA	unknown function
31813	NA	unknown function
31814	DNA methyltransferase	other
31815	transcriptional regulator	transcription regulation
31816	NA	unknown function
31817	NA	unknown function
31818	NA	unknown function
31819	NA	unknown function
31820	NA	unknown function
31821	NA	unknown function
31822	NA	unknown function
31823	NA	unknown function
31824	NA	unknown function
31825	NA	unknown function
31826	virion structural protein	head and packaging
31827	NA	unknown function
31828	NA	unknown function
31829	NA	unknown function
31830	NA	unknown function
31831	NA	unknown function
31832	NA	unknown function
31833	NA	unknown function
31834	tail protein	tail
31835	NA	unknown function
31836	NA	unknown function
31837	NA	unknown function
31838	NA	unknown function
31839	NA	unknown function
31840	NA	unknown function
31841	NA	unknown function
31842	NA	unknown function
31843	NA	unknown function
31844	NA	unknown function
31845	NA	unknown function
31846	NA	unknown function
31847	NA	unknown function
31848	NA	unknown function
31849	NA	unknown function
31850	NA	unknown function
31851	NA	unknown function
31852	NA	unknown function
31853	NA	unknown function
31854	NA	unknown function
31855	NA	unknown function
31856	NA	unknown function
31857	NA	unknown function
31858	NA	unknown function
31859	NA	unknown function
31860	NA	unknown function
31861	NA	unknown function
31862	NA	unknown function
31863	NA	unknown function
31864	NA	unknown function
31865	NA	unknown function
31866	NA	unknown function
31867	NA	unknown function
31868	NA	unknown function
31869	NA	unknown function
31870	NA	unknown function
31871	NA	unknown function
31872	NA	unknown function
31873	NA	unknown function
31874	NA	unknown function
31875	NA	unknown function
31876	NA	unknown function
31877	NA	unknown function
31878	NA	unknown function
31879	NA	unknown function
31880	NA	unknown function
31881	NA	unknown function
31882	NA	unknown function
31883	NA	unknown function
31884	NA	unknown function
31885	NA	unknown function
31886	NA	unknown function
31887	NA	unknown function
31888	NA	unknown function
31889	NA	unknown function
31890	NA	unknown function
31891	NA	unknown function
31892	NA	unknown function
31893	NA	unknown function
31894	NA	unknown function
31895	NA	unknown function
31896	NA	unknown function
31897	NA	unknown function
31898	NA	unknown function
31899	NA	unknown function
31900	NA	unknown function
31901	NA	unknown function
31902	NA	unknown function
31903	NA	unknown function
31904	NA	unknown function
31905	NA	unknown function
31906	NA	unknown function
31907	NA	unknown function
31908	NA	unknown function
31909	NA	unknown function
31910	NA	unknown function
31911	NA	unknown function
31912	NA	unknown function
31913	NA	unknown function
31914	NA	unknown function
31915	NA	unknown function
31916	NA	unknown function
31917	NA	unknown function
31918	NA	unknown function
31919	NA	unknown function
31920	NA	unknown function
31921	NA	unknown function
31922	NA	unknown function
31923	NA	unknown function
31924	NA	unknown function
31925	NA	unknown function
31926	NA	unknown function
31927	NA	unknown function
31928	NA	unknown function
31929	NA	unknown function
31930	NA	unknown function
31931	NA	unknown function
31932	NA	unknown function
31933	NA	unknown function
31934	NA	unknown function
31935	NA	unknown function
31936	NA	unknown function
31937	NA	unknown function
31938	NA	unknown function
31939	NA	unknown function
31940	minor tail protein	tail
31941	NA	unknown function
31942	NA	unknown function
31943	NA	unknown function
31944	NA	unknown function
31945	NA	unknown function
31946	NA	unknown function
31947	NA	unknown function
31948	NA	unknown function
31949	NA	unknown function
31950	NA	unknown function
31951	NA	unknown function
31952	NA	unknown function
31953	NA	unknown function
31954	NA	unknown function
31955	NA	unknown function
31956	NA	unknown function
31957	NA	unknown function
31958	NA	unknown function
31959	NA	unknown function
31960	NA	unknown function
31961	NA	unknown function
31962	NA	unknown function
31963	NA	unknown function
31964	NA	unknown function
31965	NA	unknown function
31966	NA	unknown function
31967	NA	unknown function
31968	NA	unknown function
31969	NA	unknown function
31970	NA	unknown function
31971	NA	unknown function
31972	NA	unknown function
31973	NA	unknown function
31974	NA	unknown function
31975	NA	unknown function
31976	NA	unknown function
31977	NA	unknown function
31978	NA	unknown function
31979	NA	unknown function
31980	NA	unknown function
31981	NA	unknown function
31982	NA	unknown function
31983	NA	unknown function
31984	NA	unknown function
31985	NA	unknown function
31986	NA	unknown function
31987	NA	unknown function
31988	NA	unknown function
31989	NA	unknown function
31990	NA	unknown function
31991	NA	unknown function
31992	NA	unknown function
31993	NA	unknown function
31994	NA	unknown function
31995	NA	unknown function
31996	NA	unknown function
31997	NA	unknown function
31998	NA	unknown function
31999	NA	unknown function
32000	NA	unknown function
32001	NA	unknown function
32002	NA	unknown function
32003	NA	unknown function
32004	NA	unknown function
32005	NA	unknown function
32006	NA	unknown function
32007	NA	unknown function
32008	NA	unknown function
32009	NA	unknown function
32010	NA	unknown function
32011	NA	unknown function
32012	NA	unknown function
32013	NA	unknown function
32014	NA	unknown function
32015	NA	unknown function
32016	NA	unknown function
32017	NA	unknown function
32018	NA	unknown function
32019	NA	unknown function
32020	NA	unknown function
32021	NA	unknown function
32022	NA	unknown function
32023	NA	unknown function
32024	NA	unknown function
32025	NA	unknown function
32026	NA	unknown function
32027	NA	unknown function
32028	NA	unknown function
32029	NA	unknown function
32030	NA	unknown function
32031	NA	unknown function
32032	NA	unknown function
32033	tail protein	tail
32034	NA	unknown function
32035	NA	unknown function
32036	NA	unknown function
32037	NA	unknown function
32038	NA	unknown function
32039	NA	unknown function
32040	NA	unknown function
32041	NA	unknown function
32042	NA	unknown function
32043	NA	unknown function
32044	NA	unknown function
32045	NA	unknown function
32046	NA	unknown function
32047	phosphohydrolase	other
32048	NA	unknown function
32049	NA	unknown function
32050	NA	unknown function
32051	NA	unknown function
32052	NA	unknown function
32053	NA	unknown function
32054	NA	unknown function
32055	NA	unknown function
32056	NA	unknown function
32057	NA	unknown function
32058	NA	unknown function
32059	NA	unknown function
32060	NA	unknown function
32061	NA	unknown function
32062	NA	unknown function
32063	NA	unknown function
32064	NA	unknown function
32065	NA	unknown function
32066	NA	unknown function
32067	NA	unknown function
32068	NA	unknown function
32069	ParB-like partition protein	"DNA, RNA and nucleotide metabolism"
32070	NA	unknown function
32071	NA	unknown function
32072	tail protein	tail
32073	NA	unknown function
32074	NA	unknown function
32075	NA	unknown function
32076	NA	unknown function
32077	NA	unknown function
32078	NA	unknown function
32079	NA	unknown function
32080	NA	unknown function
32081	NA	unknown function
32082	NA	unknown function
32083	NA	unknown function
32084	NA	unknown function
32085	NA	unknown function
32086	NA	unknown function
32087	NA	unknown function
32088	NA	unknown function
32089	virion structural protein	head and packaging
32090	NA	unknown function
32091	NA	unknown function
32092	NA	unknown function
32093	NA	unknown function
32094	NA	unknown function
32095	NA	unknown function
32096	membrane protein	"moron, auxiliary metabolic gene and host takeover"
32097	NA	unknown function
32098	NA	unknown function
32099	NA	unknown function
32100	NA	unknown function
32101	NA	unknown function
32102	NA	unknown function
32103	NA	unknown function
32104	NA	unknown function
32105	NA	unknown function
32106	NA	unknown function
